Facility_ID,Disease,Season,Mean,SD,Threshold_95,Threshold_99,Num_Weeks_Used
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_F-11_F-11,Chickenpox/ Varicella (New cases),Summer,0.0,0.0,0.0,0.0,29
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_F-11_F-11,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,38
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-10_G-10,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,11
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-10_G-10,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,31
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-10_G-10,Chickenpox/ Varicella (New cases),Summer,0.0,0.0,0.0,0.0,29
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-10_G-10,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,36
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-5 Medical Centre_G-5 Medical Centre,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,14
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-5 Medical Centre_G-5 Medical Centre,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,32
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-5 Medical Centre_G-5 Medical Centre,Chickenpox/ Varicella (New cases),Summer,0.0,0.0,0.0,0.0,32
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-5 Medical Centre_G-5 Medical Centre,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,27
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-7 Medical Centre_G-7 Medical Centre,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,11
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-7 Medical Centre_G-7 Medical Centre,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,31
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-7 Medical Centre_G-7 Medical Centre,Chickenpox/ Varicella (New cases),Summer,0.0,0.0,0.0,0.0,25
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-7 Medical Centre_G-7 Medical Centre,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,31
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-9 Medical Centre_G-9 Medical Centre,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,22
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-9 Medical Centre_G-9 Medical Centre,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,33
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-9 Medical Centre_G-9 Medical Centre,Chickenpox/ Varicella (New cases),Summer,0.022222222222222223,0.14907119849998596,0.46943581772218007,0.5439714169721731,45
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_G-9 Medical Centre_G-9 Medical Centre,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,38
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-10 Medical Centre_I-10 Medical Centre,Chickenpox/ Varicella (New cases),Autumn,0.25,0.621581560508061,2.114744681524183,2.4255354617782134,12
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-10 Medical Centre_I-10 Medical Centre,Chickenpox/ Varicella (New cases),Spring,0.22580645161290322,0.49730456257407213,1.7177201393351196,1.9663724206221558,31
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-10 Medical Centre_I-10 Medical Centre,Chickenpox/ Varicella (New cases),Summer,0.034482758620689655,0.18569533817705186,0.5915687731518452,0.6844164422403711,29
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-10 Medical Centre_I-10 Medical Centre,Chickenpox/ Varicella (New cases),Winter,0.1282051282051282,0.3386884284293705,1.1442704134932398,1.313614627707925,39
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-8 Medical Centre_I-8 Medical Centre,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,17
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-8 Medical Centre_I-8 Medical Centre,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,32
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-8 Medical Centre_I-8 Medical Centre,Chickenpox/ Varicella (New cases),Summer,0.046511627906976744,0.3049971406652093,0.9615030499026046,1.1140016202352092,43
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_I-8 Medical Centre_I-8 Medical Centre,Chickenpox/ Varicella (New cases),Winter,0.0,0.0,0.0,0.0,38
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_Rawal Town_Rawal Town,Chickenpox/ Varicella (New cases),Autumn,0.0,0.0,0.0,0.0,16
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_Rawal Town_Rawal Town,Chickenpox/ Varicella (New cases),Spring,0.0,0.0,0.0,0.0,32
Islamabad Capital Territory_Islamabad - CDA_Islamabad - CDA_Islamabad - CDA_Rawal Town_Rawal Town,Chickenpox/ Varicella (New cases),Summer,0.0,0.0,0.0,0.0,42
